Butterfly species name,Host family,Host genus
Cnaphalocrocis medinalis,Poaceae,Zea
Cnaphalocrocis medinalis,Solanaceae,Nicotiana
Cnaphalocrocis medinalis,Fabaceae,Stylosanthes
Cnaphalocrocis medinalis,Zingiberaceae,Zingiber
Dalcera abrasa,Rubiaceae,Coffea
Dalcera abrasa,Asteraceae,Eremanthus
Dalcera abrasa,Erythroxylaceae,Erythroxylum
Dalcera abrasa,Rutaceae,Metrodorea
Dalcera abrasa,Ochnaceae,Ouratea
Dalcera abrasa,Sapotaceae,Pouteria
Dalcera abrasa,Vochysiaceae,Qualea
Antaeotricha schlaegeri,Betulaceae,Betula
Antaeotricha schlaegeri,Fagaceae,Quercus
Psilocorsis reflexella,Aceraceae,Acer
Psilocorsis reflexella,Betulaceae,Betula
Psilocorsis reflexella,Juglandaceae,Carya
Psilocorsis reflexella,Corylaceae,Corylus
Psilocorsis reflexella,Fagaceae,Fagus
Psilocorsis reflexella,Fagaceae,Quercus
Psilocorsis reflexella,Salicaceae,Populus
Psilocorsis reflexella,Salicaceae,Salix
Psilocorsis reflexella,Tiliaceae,Tilia
Cyclidia substigmaria,Alangiaceae,Alangium
Pseudothyatira cymatophoroides,Aceraceae,Acer
Pseudothyatira cymatophoroides,Betulaceae,Alnus
Pseudothyatira cymatophoroides,Betulaceae,Betula
Pseudothyatira cymatophoroides,Rosaceae,Amelanchier
Pseudothyatira cymatophoroides,Rosaceae,Crataegus
Pseudothyatira cymatophoroides,Rosaceae,Malus
Pseudothyatira cymatophoroides,Rosaceae,Prunus
Pseudothyatira cymatophoroides,Rosaceae,Rosa
Pseudothyatira cymatophoroides,Rosaceae,Rubus
Pseudothyatira cymatophoroides,Rosaceae,Sorbus
Pseudothyatira cymatophoroides,Corylaceae,Corylus
Pseudothyatira cymatophoroides,Salicaceae,Populus
Pseudothyatira cymatophoroides,Salicaceae,Salix
Pseudothyatira cymatophoroides,Fagaceae,Quercus
Thyatira batis,Rosaceae,Rubus
Tridrepana flava,0,0
Mustilizans dierli,0,0
Epicopeia hainesii,Cornaceae,Cornus
Amata phegea,Poaceae,0
Eudocima salaminia,Menispermaceae,0
Eudocima salaminia,Menispermaceae,Legnephora
Eudocima salaminia,Menispermaceae,Menispermum
Eudocima salaminia,Menispermaceae,Cynanchum
Eudocima salaminia,Menispermaceae,Stephania
Eudocima salaminia,Caricaceae,Carica
Eudocima salaminia,Rutaceae,Citrus
Eudocima salaminia,Sapindaceae,Dimocarpus
Eudocima salaminia,Musaceae,Musa
Euproctis chrysorrhoea,Polyphagous,0
Euproctis chrysorrhoea,Rosaceae,0
Euproctis chrysorrhoea,Rosaceae,Amelanchier
Euproctis chrysorrhoea,Rosaceae,Chaenomeles
Euproctis chrysorrhoea,Rosaceae,Crataegus
Euproctis chrysorrhoea,Rosaceae,Cydonia
Euproctis chrysorrhoea,Rosaceae,Fragaria
Euproctis chrysorrhoea,Rosaceae,Malus
Euproctis chrysorrhoea,Rosaceae,Prunus
Euproctis chrysorrhoea,Rosaceae,Pyrus
Euproctis chrysorrhoea,Rosaceae,Rosa
Euproctis chrysorrhoea,Rosaceae,Rubus
Euproctis chrysorrhoea,Rosaceae,Sorbus
Euproctis chrysorrhoea,Rosaceae,Spiraea
Euproctis chrysorrhoea,Fabaceae,Acacia
Euproctis chrysorrhoea,Fabaceae,Robinia
Euproctis chrysorrhoea,Fabaceae,Trifolium
Euproctis chrysorrhoea,Fabaceae,Wisteria
Euproctis chrysorrhoea,Aceraceae,Acer
Euproctis chrysorrhoea,Asteraceae,Arctium
Euproctis chrysorrhoea,Betulaceae,Betula
Euproctis chrysorrhoea,Juglandaceae,Carya
Euproctis chrysorrhoea,Juglandaceae,Juglans
Euproctis chrysorrhoea,Fagaceae,Castanea
Euproctis chrysorrhoea,Fagaceae,Fagus
Euproctis chrysorrhoea,Fagaceae,Quercus
Euproctis chrysorrhoea,Oleaceae,Forsythia
Euproctis chrysorrhoea,Oleaceae,Fraxinus
Euproctis chrysorrhoea,Geraniaceae,Geranium
Euproctis chrysorrhoea,Elaeagnaceae,Hippophae
Euproctis chrysorrhoea,Myricaceae,Myrica
Euproctis chrysorrhoea,Vitaceae,Parthenocissus
Euproctis chrysorrhoea,Vitaceae,Vitis
Euproctis chrysorrhoea,Plantaginaceae,Plantago
Euproctis chrysorrhoea,Salicaceae,Populus
Euproctis chrysorrhoea,Salicaceae,Salix
Euproctis chrysorrhoea,Polygonaceae,Rheum
Euproctis chrysorrhoea,Polygonaceae,Rumex
Euproctis chrysorrhoea,Grossulariaceae,Ribes
Euproctis chrysorrhoea,Caprifoliaceae,Sambucus
Euproctis chrysorrhoea,Caprifoliaceae,Viburnum
Euproctis chrysorrhoea,Caprifoliaceae,Weigela
Euproctis chrysorrhoea,Tiliaceae,Tilia
Euproctis chrysorrhoea,Ulmaceae,Ulmus
Lymantria dispar,Araucariaceae,0
Lymantria dispar,Cupressaceae,0
Lymantria dispar,Cupressaceae,Juniperus
Lymantria dispar,Cupressaceae,Thuja
Lymantria dispar,Pinaceae,0
Lymantria dispar,Pinaceae,Abies
Lymantria dispar,Pinaceae,Cedrus
Lymantria dispar,Pinaceae,Larix
Lymantria dispar,Pinaceae,Picea
Lymantria dispar,Pinaceae,Pinus
Lymantria dispar,Pinaceae,Tsuga
Lymantria dispar,Polyphagous,0
Lymantria dispar,Taxaceae,0
Lymantria dispar,Taxodiaceae,0
Lymantria dispar,Taxodiaceae,Taxodium
Lymantria dispar,Aceraceae,Acer
Lymantria dispar,Betulaceae,Alnus
Lymantria dispar,Betulaceae,Betula
Lymantria dispar,Rosaceae,Amelanchier
Lymantria dispar,Rosaceae,Crataegus
Lymantria dispar,Rosaceae,Malus
Lymantria dispar,Rosaceae,Prunus
Lymantria dispar,Rosaceae,Pyrus
Lymantria dispar,Rosaceae,Rosa
Lymantria dispar,Rosaceae,Rubus
Lymantria dispar,Rosaceae,Sorbus
Lymantria dispar,Rosaceae,Spiraea
Lymantria dispar,Rosaceae,Physocarpus
Lymantria dispar,Araliaceae,Aralia
Lymantria dispar,Berberidaceae,Berberis
Lymantria dispar,Corylaceae,Carpinus
Lymantria dispar,Corylaceae,Corylus
Lymantria dispar,Corylaceae,Ostrya
Lymantria dispar,Juglandaceae,Carya
Lymantria dispar,Juglandaceae,Juglans
Lymantria dispar,Fagaceae,Castanea
Lymantria dispar,Fagaceae,Fagus
Lymantria dispar,Fagaceae,Quercus
Lymantria dispar,Bignoniaceae,Catalpa
Lymantria dispar,Ulmaceae,Celtis
Lymantria dispar,Ulmaceae,Ulmus
Lymantria dispar,Asteraceae,Chaenactis
Lymantria dispar,Rutaceae,Citrus
Lymantria dispar,Clethraceae,Clethra
Lymantria dispar,Myricaceae,Comptonia
Lymantria dispar,Myricaceae,Myrica
Lymantria dispar,Cornaceae,Cornus
Lymantria dispar,Cornaceae,Nyssa
Lymantria dispar,Caprifoliaceae,Diervilla
Lymantria dispar,Caprifoliaceae,Sambucus
Lymantria dispar,Caprifoliaceae,Viburnum
Lymantria dispar,Ebenaceae,Diospyros
Lymantria dispar,Oleaceae,Fraxinus
Lymantria dispar,Oleaceae,Ligustrum
Lymantria dispar,Ericaceae,Gaylussacia
Lymantria dispar,Ericaceae,Kalmia
Lymantria dispar,Ericaceae,Leucothoe
Lymantria dispar,Ericaceae,Rhododendron
Lymantria dispar,Ericaceae,Vaccinium
Lymantria dispar,Ginkgoaceae,Ginkgo
Lymantria dispar,Fabaceae,Gleditsia
Lymantria dispar,Fabaceae,Gymnocladus
Lymantria dispar,Fabaceae,Robinia
Lymantria dispar,Hamamelidaceae,Hamamelis
Lymantria dispar,Hamamelidaceae,Liquidambar
Lymantria dispar,Aquifoliaceae,Ilex
Lymantria dispar,Iridaceae,Iris
Lymantria dispar,Lauraceae,Lindera
Lymantria dispar,Lauraceae,Persea
Lymantria dispar,Lauraceae,Sassafras
Lymantria dispar,Magnoliaceae,Liriodendron
Lymantria dispar,Moraceae,Maclura
Lymantria dispar,Anacardiaceae,Pistacia
Lymantria dispar,Anacardiaceae,Rhus
Lymantria dispar,Anacardiaceae,Toxicodendron
Lymantria dispar,Platanaceae,Platanus
Lymantria dispar,Salicaceae,Populus
Lymantria dispar,Salicaceae,Salix
Lymantria dispar,Grossulariaceae,Ribes
Lymantria dispar,Polygonaceae,Rumex
Lymantria dispar,Smilacaceae,Smilax
Lymantria dispar,Araceae,Symplocarpus
Lymantria dispar,Tamaricaceae,Tamarix
Lymantria dispar,Tiliaceae,Tilia
Lymantria dispar,Vitaceae,Vitis
Lymantria dispar,Poaceae,Zea
Phragmatobia fuliginosa,Polyphagous,0
Phragmatobia fuliginosa,Ericaceae,Andromeda
Phragmatobia fuliginosa,Ericaceae,Calluna
Phragmatobia fuliginosa,Ericaceae,Vaccinium
Phragmatobia fuliginosa,Onagraceae,Epilobium
Phragmatobia fuliginosa,Asteraceae,Eupatorium
Phragmatobia fuliginosa,Asteraceae,Solidago
Phragmatobia fuliginosa,Asteraceae,Taraxacum
Phragmatobia fuliginosa,Asteraceae,Vernonia
Phragmatobia fuliginosa,Asteraceae,Helianthus
Phragmatobia fuliginosa,Oleaceae,Fraxinus
Phragmatobia fuliginosa,Rosaceae,Malus
Phragmatobia fuliginosa,Rosaceae,Potentilla
Phragmatobia fuliginosa,Rosaceae,Rubus
Phragmatobia fuliginosa,Plantaginaceae,Plantago
Phragmatobia fuliginosa,Polygonaceae,Polygonum
Phragmatobia fuliginosa,Polygonaceae,Rumex
Phragmatobia fuliginosa,Salicaceae,Salix
Phragmatobia fuliginosa,Araceae,Symplocarpus
Phragmatobia fuliginosa,Fabaceae,Trifolium
Phragmatobia fuliginosa,Poaceae,Molinia
Phyllodes eyndhovii,Fabaceae,Acacia
Dyseriocrania subpurpurella,0,0
Tuta absoluta,0,0
Biston betularia,Betulaceae,Alnus
Biston betularia,Betulaceae,Betula
Biston betularia,Rosaceae,Amelanchier
Biston betularia,Rosaceae,Crataegus
Biston betularia,Rosaceae,Filipendula
Biston betularia,Rosaceae,Malus
Biston betularia,Rosaceae,Prunus
Biston betularia,Rosaceae,Rosa
Biston betularia,Rosaceae,Rubus
Biston betularia,Rosaceae,Sorbus
Biston betularia,Rosaceae,Spiraea
Biston betularia,Rosaceae,Fragaria
Biston betularia,Rosaceae,Holodiscus
Biston betularia,Rosaceae,Pyrus
Biston betularia,Rosaceae,Sorbaria
Biston betularia,Asteraceae,Artemisia
Biston betularia,Asteraceae,Aster
Biston betularia,Asteraceae,Chrysanthemum
Biston betularia,Fabaceae,Caragana
Biston betularia,Fabaceae,Lupinus
Biston betularia,Fabaceae,Trifolium
Biston betularia,Fabaceae,Gleditsia
Biston betularia,Fabaceae,Hedysarum
Biston betularia,Fabaceae,Melilotus
Biston betularia,Fabaceae,Robinia
Biston betularia,Ericaceae,Chamaedaphne
Biston betularia,Ericaceae,Vaccinium
Biston betularia,Celastraceae,Euonymus
Biston betularia,Fagaceae,Fagus
Biston betularia,Fagaceae,Quercus
Biston betularia,Fagaceae,Castanea
Biston betularia,Rhamnaceae,Frangula
Biston betularia,Rhamnaceae,Ceanothus
Biston betularia,Cannabaceae,Humulus
Biston betularia,Guttiferae,Hypericum
Biston betularia,Pinaceae,Larix
Biston betularia,Pinaceae,Picea
Biston betularia,Pinaceae,Pinus
Biston betularia,Oleaceae,Ligustrum
Biston betularia,Lythraceae,Lythrum
Biston betularia,Salicaceae,Populus
Biston betularia,Salicaceae,Salix
Biston betularia,Grossulariaceae,Ribes
Biston betularia,Tiliaceae,Tilia
Biston betularia,Ulmaceae,Ulmus
Biston betularia,Polyphagous,0
Biston betularia,Aceraceae,Acer
Biston betularia,Myricaceae,Comptonia
Biston betularia,Myricaceae,Myrica
Biston betularia,Cornaceae,Cornus
Biston betularia,Corylaceae,Corylus
Biston betularia,Ginkgoaceae,Ginkgo
Biston betularia,Iridaceae,Gladiolus
Biston betularia,Anacardiaceae,Rhus
Biston betularia,Elaeagnaceae,Shepherdia
Ectropis obliqua,Aceraceae,Acer
Ectropis obliqua,Araliaceae,Aralia
Ectropis obliqua,Theaceae,Camellia
Ectropis obliqua,Fagaceae,Castanea
Ectropis obliqua,Fagaceae,Quercus
Ectropis obliqua,Coriariaceae,Coriaria
Ectropis obliqua,Caprifoliaceae,Diervilla
Ectropis obliqua,Caprifoliaceae,Lonicera
Ectropis obliqua,Fabaceae,Glycine
Ectropis obliqua,Fabaceae,Robinia
Ectropis obliqua,Fabaceae,Trifolium
Ectropis obliqua,Juglandaceae,Juglans
Ectropis obliqua,Lauraceae,Lindera
Ectropis obliqua,Rosaceae,Malus
Ectropis obliqua,Meliosmaceae,Meliosma
Ectropis obliqua,Salicaceae,Salix
Macaria distribuaria,0,0
Nemoria lixaria,Myricaceae,Myrica
Nemoria lixaria,Fagaceae,Quercus
Operophtera brumata,Aceraceae,Acer
Operophtera brumata,Rosaceae,Amelanchier
Operophtera brumata,Rosaceae,Cotoneaster
Operophtera brumata,Rosaceae,Crataegus
Operophtera brumata,Rosaceae,Cydonia
Operophtera brumata,Rosaceae,Malus
Operophtera brumata,Rosaceae,Prunus
Operophtera brumata,Rosaceae,Pyrus
Operophtera brumata,Rosaceae,Rosa
Operophtera brumata,Rosaceae,Rubus
Operophtera brumata,Rosaceae,Sorbus
Operophtera brumata,Betulaceae,Betula
Operophtera brumata,Corylaceae,Carpinus
Operophtera brumata,Corylaceae,Corylus
Operophtera brumata,Corylaceae,Ostrya
Operophtera brumata,Fagaceae,Fagus
Operophtera brumata,Fagaceae,Quercus
Operophtera brumata,Rhamnaceae,Frangula
Operophtera brumata,Rhamnaceae,Rhamnus
Operophtera brumata,Oleaceae,Fraxinus
Operophtera brumata,Salicaceae,Populus
Operophtera brumata,Salicaceae,Salix
Operophtera brumata,Ericaceae,Rhododendron
Operophtera brumata,Ericaceae,Calluna
Operophtera brumata,Grossulariaceae,Ribes
Operophtera brumata,Tiliaceae,Tilia
Operophtera brumata,Ulmaceae,Ulmus
Operophtera brumata,Caprifoliaceae,Viburnum
Operophtera brumata,Polyphagous,0
Operophtera brumata,Pinaceae,Larix
Operophtera brumata,Pinaceae,Picea
Operophtera brumata,Myricaceae,Myrica
Acrocercops transecta,Juglandaceae,Carya
Acrocercops transecta,Juglandaceae,Juglans
Acrocercops transecta,Juglandaceae,Platycarya
Acrocercops transecta,Juglandaceae,Pterocarya
Acrocercops transecta,Ericaceae,Lyonia
Caloptilia triadicae,0,0
Cameraria ohridella,Hippocastanaceae,Aesculus
Philodoria splendida,Myrtaceae,Metrosideros
Phyllocnistis citrella,Rutaceae,0
Phyllocnistis citrella,Rutaceae,Citrus
Phyllocnistis citrella,Rutaceae,Aegle
Phyllocnistis citrella,Rutaceae,Atalantia
Phyllocnistis citrella,Rutaceae,Citrus
Phyllocnistis citrella,Rutaceae,Fortunella
Phyllocnistis citrella,Rutaceae,Limonia
Phyllocnistis citrella,Rutaceae,Murraya
Phyllocnistis citrella,Rutaceae,Poncirus
Phyllocnistis citrella,Rutaceae,Atalantia
Phyllocnistis citrella,Guttiferae,Garcinia
Phyllocnistis citrella,Lauraceae,Alseodaphne
Phyllocnistis citrella,Lauraceae,Cinnamomum
Phyllocnistis citrella,Oleaceae,Jasminum
Phyllocnistis citrella,Loranthaceae,Loranthus
Phyllocnistis citrella,Fabaceae,Millettia
Helicopsyche borealis,0,0
Phymatopus californicus,Asteraceae,Eriophyllum
Phymatopus californicus,Asteraceae,Baccharis
Triodia sylvina,Cannabaceae,Humulus
Triodia sylvina,Dennstaedtiaceae,Pteridium
Hylephila phyleus,Poaceae,0
Hylephila phyleus,Poaceae,Agrostis
Hylephila phyleus,Poaceae,Axonopus
Hylephila phyleus,Poaceae,Cenchrus
Hylephila phyleus,Poaceae,Cynodon
Hylephila phyleus,Poaceae,Digitaria
Hylephila phyleus,Poaceae,Eragrostis
Hylephila phyleus,Poaceae,Eriochloa
Hylephila phyleus,Poaceae,Panicum
Hylephila phyleus,Poaceae,Paspalum
Hylephila phyleus,Poaceae,Poa
Hylephila phyleus,Poaceae,Saccharum
Hylephila phyleus,Poaceae,Stenotaphrum
Lerema accius,Poaceae,Andropogon
Lerema accius,Poaceae,Oryzopsis
Lerema accius,Poaceae,Panicum
Lerema accius,Poaceae,Paspalum
Lerema accius,Poaceae,Pennisetum
Lerema accius,Poaceae,Saccharum
Lerema accius,Poaceae,Setaria
Lerema accius,Poaceae,Sorghum
Lerema accius,Poaceae,Stenotaphrum
Lerema accius,Poaceae,Zea
Megathymus yuccae,Agavaceae,Yucca
Thymelicus sylvestris,Poaceae,Brachypodium
Thymelicus sylvestris,Poaceae,0
Thymelicus sylvestris,Poaceae,Holcus
Thymelicus sylvestris,Poaceae,Phleum
Urbanus proteus,Asteraceae,0
Urbanus proteus,Fabaceae,Amphicarpaea
Urbanus proteus,Fabaceae,Bauhinia
Urbanus proteus,Fabaceae,Clitoria
Urbanus proteus,Fabaceae,Desmodium
Urbanus proteus,Fabaceae,Glycine
Urbanus proteus,Fabaceae,Lathyrus
Urbanus proteus,Fabaceae,Macroptilium
Urbanus proteus,Fabaceae,Periandra
Urbanus proteus,Fabaceae,Phaseolus
Urbanus proteus,Fabaceae,Pisum
Urbanus proteus,Fabaceae,Prosopis
Urbanus proteus,Fabaceae,Vicia
Urbanus proteus,Fabaceae,Vigna
Urbanus proteus,Fabaceae,Wisteria
Urbanus proteus,Fabaceae,Centrosema
Urbanus proteus,Malpighiaceae,Byrsonima
Urbanus proteus,Malpighiaceae,Stigmaphyllon
Urbanus proteus,Cannaceae,Canna
Palaeagapetus nearcticus,0,0
Lactura subfervens,Sapotaceae,Sideroxylon
Dendrolimus pini,Pinaceae,Abies
Dendrolimus pini,Pinaceae,Larix
Dendrolimus pini,Pinaceae,Picea
Dendrolimus pini,Pinaceae,Pinus
Dendrolimus pini,Pinaceae,Pseudotsuga
Dendrolimus pini,Cupressaceae,Juniperus
Demonarosa rufotessellata,0,0
Calycopis cecrops,Euphorbiaceae,Croton
Calycopis cecrops,Malvaceae,Gossypium
Calycopis cecrops,Anacardiaceae,Mangifera
Calycopis cecrops,Anacardiaceae,Rhus
Calycopis cecrops,Anacardiaceae,Schinus
Calycopis cecrops,Fagaceae,Quercus
Calycopis cecrops,Detritophagous,0
Calycopis cecrops,Myricaceae,Myrica
Hemiargus ceraunus,Fabaceae,Abrus
Hemiargus ceraunus,Fabaceae,Cassia
Hemiargus ceraunus,Fabaceae,Crotalaria
Hemiargus ceraunus,Fabaceae,Medicago
Hemiargus ceraunus,Fabaceae,Phaseolus
Hemiargus ceraunus,Fabaceae,Prosopis
Hemiargus ceraunus,Fabaceae,Acacia
Hemiargus ceraunus,Fabaceae,Astragalus
Hemiargus ceraunus,Fabaceae,Chamaecrista
Hemiargus ceraunus,Fabaceae,Macroptilium
Hemiargus ceraunus,Fabaceae,Mimosa
Hemiargus ceraunus,Fabaceae,Psorothamnus
Hemiargus ceraunus,Fabaceae,Rhynchosia
Hemiargus ceraunus,Fabaceae,Chapmannia
Hemiargus ceraunus,Fabaceae,Indigofera
Polyommatus icarus,Geraniaceae,Erodium
Polyommatus icarus,Fabaceae,Lathyrus
Polyommatus icarus,Fabaceae,Lotus
Polyommatus icarus,Fabaceae,Medicago
Polyommatus icarus,Fabaceae,Oxytropis
Polyommatus icarus,Fabaceae,Trifolium
Polyommatus icarus,Fabaceae,Vicia
Polyommatus icarus,Fabaceae,Ononis
Leucoptera coffeella,Rubiaceae,Coffea
Megalopyge crispata,Polyphagous,0
Megalopyge crispata,Aceraceae,Acer
Megalopyge crispata,Rosaceae,Amelanchier
Megalopyge crispata,Rosaceae,Cydonia
Megalopyge crispata,Rosaceae,Malus
Megalopyge crispata,Rosaceae,Prunus
Megalopyge crispata,Rosaceae,Pyrus
Megalopyge crispata,Ericaceae,Gaylussacia
Megalopyge crispata,Ericaceae,Vaccinium
Megalopyge crispata,Myricaceae,Myrica
Megalopyge crispata,Salicaceae,Populus
Megalopyge crispata,Salicaceae,Salix
Megalopyge crispata,Fagaceae,Quercus
Megalopyge crispata,Lauraceae,Sassafras
Megalopyge crispata,Ulmaceae,Ulmus
Micropterix calthella,0,0
Lacosoma chiridota,Fagaceae,Quercus
Enteucha acetosae,Polygonaceae,Rumex
Stigmella atricapitella,Fagaceae,Quercus
Agrotis infusa,Chenopodiaceae,Beta
Agrotis infusa,Brassicaceae,Brassica
Agrotis infusa,Poaceae,Hordeum
Agrotis infusa,Poaceae,Triticum
Agrotis infusa,Linaceae,Linum
Agrotis infusa,Fabaceae,Medicago
Agrotis infusa,Fabaceae,Pisum
Agrotis infusa,Solanaceae,Solanum
Agrotis infusa,Polyphagous,0
Agrotis infusa,Pinaceae,Pinus
Amphipyra pyramidea,Caprifoliaceae,Lonicera
Amphipyra pyramidea,Rosaceae,Malus
Amphipyra pyramidea,Rosaceae,Rosa
Amphipyra pyramidea,Rosaceae,Sorbus
Amphipyra pyramidea,Fagaceae,Quercus
Amphipyra pyramidea,Ericaceae,Rhododendron
Amphipyra pyramidea,Polyphagous,0
Amphipyra pyramidea,Oleaceae,Syringa
Helicoverpa zea,Polyphagous,0
Helicoverpa zea,Malvaceae,Abelmoschus
Helicoverpa zea,Malvaceae,Abutilon
Helicoverpa zea,Malvaceae,Gossypium
Helicoverpa zea,Malvaceae,Hibiscus
Helicoverpa zea,Malvaceae,Malachra
Helicoverpa zea,Malvaceae,Malva
Helicoverpa zea,Malvaceae,Sida
Helicoverpa zea,Asteraceae,Ageratum
Helicoverpa zea,Asteraceae,Carduus
Helicoverpa zea,Asteraceae,Carthamus
Helicoverpa zea,Asteraceae,Chrysanthemum
Helicoverpa zea,Asteraceae,Chrysothamnus
Helicoverpa zea,Asteraceae,Croptilon
Helicoverpa zea,Asteraceae,Dahlia
Helicoverpa zea,Asteraceae,Geraea
Helicoverpa zea,Asteraceae,Helianthus
Helicoverpa zea,Asteraceae,Lactuca
Helicoverpa zea,Asteraceae,Pentzia
Helicoverpa zea,Asteraceae,Solidago
Helicoverpa zea,Asteraceae,Xanthium
Helicoverpa zea,Asteraceae,Parthenium
Helicoverpa zea,Alliaceae,Allium
Helicoverpa zea,Amaranthaceae,Amaranthus
Helicoverpa zea,Anacardiaceae,Anacardium
Helicoverpa zea,Scrophulariaceae,Antirrhinum
Helicoverpa zea,Scrophulariaceae,Nuttallanthus
Helicoverpa zea,Umbelliferae,Apium
Helicoverpa zea,Fabaceae,Arachis
Helicoverpa zea,Fabaceae,Caesalpinia
Helicoverpa zea,Fabaceae,Cajanus
Helicoverpa zea,Fabaceae,Cicer
Helicoverpa zea,Fabaceae,Crotalaria
Helicoverpa zea,Fabaceae,Desmodium
Helicoverpa zea,Fabaceae,Glycine
Helicoverpa zea,Fabaceae,Indigofera
Helicoverpa zea,Fabaceae,Lablab
Helicoverpa zea,Fabaceae,Lathyrus
Helicoverpa zea,Fabaceae,Lespedeza
Helicoverpa zea,Fabaceae,Lupinus
Helicoverpa zea,Fabaceae,Medicago
Helicoverpa zea,Fabaceae,Melilotus
Helicoverpa zea,Fabaceae,Mucuna
Helicoverpa zea,Fabaceae,Phaseolus
Helicoverpa zea,Fabaceae,Pisum
Helicoverpa zea,Fabaceae,Trifolium
Helicoverpa zea,Fabaceae,Vicia
Helicoverpa zea,Fabaceae,Vigna
Helicoverpa zea,Asparagaceae,Asparagus
Helicoverpa zea,Solanaceae,Atropa
Helicoverpa zea,Solanaceae,Capsicum
Helicoverpa zea,Solanaceae,Datura
Helicoverpa zea,Solanaceae,Hyoscyamus
Helicoverpa zea,Solanaceae,Lycopersicon
Helicoverpa zea,Solanaceae,Nicotiana
Helicoverpa zea,Solanaceae,Physalis
Helicoverpa zea,Solanaceae,Solanum
Helicoverpa zea,Solanaceae,Withania
Helicoverpa zea,Poaceae,Avena
Helicoverpa zea,Poaceae,Brachiaria
Helicoverpa zea,Poaceae,Digitaria
Helicoverpa zea,Poaceae,Eleusine
Helicoverpa zea,Poaceae,Oryza
Helicoverpa zea,Poaceae,Panicum
Helicoverpa zea,Poaceae,Pennisetum
Helicoverpa zea,Poaceae,Saccharum
Helicoverpa zea,Poaceae,Secale
Helicoverpa zea,Poaceae,Setaria
Helicoverpa zea,Poaceae,Sorghum
Helicoverpa zea,Poaceae,Triticum
